x_timestamp,yhat
2020-12-31 00:00:00+05:30,0.06285337389677273
2020-12-31 01:00:00+05:30,0.0779414067052093
2020-12-31 02:00:00+05:30,0.06222471008699352
2020-12-31 03:00:00+05:30,0.05219554075912427
2020-12-31 04:00:00+05:30,0.05723717969284075
2020-12-31 05:00:00+05:30,0.058565367357661206
2020-12-31 06:00:00+05:30,0.10995892204143862
2020-12-31 07:00:00+05:30,0.18344699974685214
2020-12-31 08:00:00+05:30,0.15427799736384254
2020-12-31 09:00:00+05:30,0.2155807264085385
2020-12-31 10:00:00+05:30,0.20905629912941043
2020-12-31 11:00:00+05:30,0.15220458542063398
2020-12-31 12:00:00+05:30,0.0960510283377849
2020-12-31 13:00:00+05:30,0.12343713819079415
2020-12-31 14:00:00+05:30,0.11372958748363775
2020-12-31 15:00:00+05:30,0.12292408973174732
2020-12-31 16:00:00+05:30,0.0873224892064543
2020-12-31 17:00:00+05:30,0.10990953989302502
2020-12-31 18:00:00+05:30,0.12594811958678342
2020-12-31 19:00:00+05:30,0.13203974778234912
2020-12-31 20:00:00+05:30,0.10784505058529184
2020-12-31 21:00:00+05:30,0.12125726524513988
2020-12-31 22:00:00+05:30,0.08112030239674972
2020-12-31 23:00:00+05:30,0.07778420342924022
